78001000000;78001009999;Ростелеком;Rostelekom;
78001010000;78001019999;Ростелеком;Rostelekom;
78001080000;78001080000;Оптимал Коммьюникейшн;Optimal Kommyunikeishn;
78001110000;78001119999;Научно-производственное предприятие БИЗНЕС СВЯЗЬ ХОЛДИНГ;Nauchno-proizvodstvennoe predpriyatie BIZNES SVYaZ KhOLDING;
78001234560;78001234569;Межрегиональный ТранзитТелеком;Mezhregionalnyi TranzitTelekom;
78001250000;78001250999;ТЕЛЕКОМ ТЗ;TELEKOM TZ;
78001300111;78001300111;ИнтерКамСервис;InterKamServis;
78001419494;78001419494;ИнтерКамСервис;InterKamServis;
78001454455;78001454455;Ростелеком;Rostelekom;
78001550000;78001550000;Ростелеком;Rostelekom;
78001550155;78001550155;Ростелеком;Rostelekom;
78001550800;78001550800;Ростелеком;Rostelekom;
78001551111;78001551111;Ростелеком;Rostelekom;
78001552222;78001552222;Ростелеком;Rostelekom;
78001553333;78001553333;Ростелеком;Rostelekom;
78001555555;78001555555;Ростелеком;Rostelekom;
78001556666;78001556666;Ростелеком;Rostelekom;
78001558000;78001558000;Ростелеком;Rostelekom;
78001558888;78001558888;Ростелеком;Rostelekom;
78001777777;78001777777;ЮнитТелеком;YunitTelekom;
78001811800;78001811899;Ростелеком;Rostelekom;
78002000000;78002009999;Ростелеком;Rostelekom;
78002010000;78002019999;междугородной и международной электрической связи Ростелеком;mezhdugorodnoi i mezhdunarodnoi elektricheskoi svyazi Rostelekom;
78002020000;78002020099;Наша сеть;Nasha set;
78002020202;78002020202;Наша сеть;Nasha set;
78002020505;78002020505;Наша сеть;Nasha set;
78002021111;78002021111;Наша сеть;Nasha set;
78002022222;78002022222;Наша сеть;Nasha set;
78002023333;78002023333;Наша сеть;Nasha set;
78002024444;78002024444;Наша сеть;Nasha set;
78002025555;78002025555;Наша сеть;Nasha set;
78002026666;78002026666;Наша сеть;Nasha set;
78002027777;78002027777;Наша сеть;Nasha set;
78002028888;78002028888;Наша сеть;Nasha set;
78002029999;78002029999;Наша сеть;Nasha set;
78002200000;78002200009;Ростелеком;Rostelekom;
78002200022;78002200022;Ростелеком;Rostelekom;
78002200100;78002200100;Ростелеком;Rostelekom;
78002200111;78002200111;Ростелеком;Rostelekom;
78002200123;78002200123;Ростелеком;Rostelekom;
78002200200;78002200200;Ростелеком;Rostelekom;
78002200220;78002200220;Ростелеком;Rostelekom;
78002200222;78002200222;Ростелеком;Rostelekom;
78002200300;78002200300;Ростелеком;Rostelekom;
78002200333;78002200333;Ростелеком;Rostelekom;
78002200400;78002200400;Ростелеком;Rostelekom;
78002200444;78002200444;Ростелеком;Rostelekom;
78002200500;78002200500;Ростелеком;Rostelekom;
78002200555;78002200555;Ростелеком;Rostelekom;
78002200600;78002200600;Ростелеком;Rostelekom;
78002200666;78002200666;Ростелеком;Rostelekom;
78002200700;78002200700;Ростелеком;Rostelekom;
78002200777;78002200777;Ростелеком;Rostelekom;
78002200800;78002200800;Ростелеком;Rostelekom;
78002200888;78002200888;Ростелеком;Rostelekom;
78002200900;78002200900;Ростелеком;Rostelekom;
78002200999;78002200999;Ростелеком;Rostelekom;
78002201000;78002201000;Ростелеком;Rostelekom;
78002201111;78002201111;Ростелеком;Rostelekom;
78002201200;78002201200;Ростелеком;Rostelekom;
78002201220;78002201220;Ростелеком;Rostelekom;
78002201234;78002201234;Ростелеком;Rostelekom;
78002201520;78002201520;Ростелеком;Rostelekom;
78002202000;78002202000;Ростелеком;Rostelekom;
78002202002;78002202002;Ростелеком;Rostelekom;
78002202014;78002202014;Ростелеком;Rostelekom;
78002202020;78002202020;Ростелеком;Rostelekom;
78002202200;78002202209;Ростелеком;Rostelekom;
78002202220;78002202220;Ростелеком;Rostelekom;
78002202222;78002202222;Ростелеком;Rostelekom;
78002203000;78002203000;Ростелеком;Rostelekom;
78002203220;78002203220;Ростелеком;Rostelekom;
78002203333;78002203333;Ростелеком;Rostelekom;
78002204000;78002204000;Ростелеком;Rostelekom;
78002204220;78002204220;Ростелеком;Rostelekom;
78002204444;78002204444;Ростелеком;Rostelekom;
78002205000;78002205000;Ростелеком;Rostelekom;
78002205220;78002205220;Ростелеком;Rostelekom;
78002205555;78002205555;Ростелеком;Rostelekom;
78002206000;78002206000;Ростелеком;Rostelekom;
78002206220;78002206220;Ростелеком;Rostelekom;
78002206666;78002206666;Ростелеком;Rostelekom;
78002207000;78002207000;Ростелеком;Rostelekom;
78002207220;78002207220;Ростелеком;Rostelekom;
78002207777;78002207777;Ростелеком;Rostelekom;
78002208000;78002208000;Ростелеком;Rostelekom;
78002208220;78002208220;Ростелеком;Rostelekom;
78002208800;78002208800;Ростелеком;Rostelekom;
78002208880;78002208880;Ростелеком;Rostelekom;
78002208888;78002208888;Ростелеком;Rostelekom;
78002209000;78002209000;Ростелеком;Rostelekom;
78002209220;78002209220;Ростелеком;Rostelekom;
78002209999;78002209999;Ростелеком;Rostelekom;
78002220000;78002229999;МегаФон;MegaFon;
78002242222;78002242222;Ростелеком;Rostelekom;
78002250000;78002250000;КОННЭКТ;KONNEKT;
78002250505;78002250505;КОННЭКТ;KONNEKT;
78002251111;78002251111;КОННЭКТ;KONNEKT;
78002252222;78002252222;КОННЭКТ;KONNEKT;
78002252255;78002252255;КОННЭКТ;KONNEKT;
78002252525;78002252525;КОННЭКТ;KONNEKT;
78002255555;78002255555;КОННЭКТ;KONNEKT;
78002258800;78002258800;КОННЭКТ;KONNEKT;
78002258888;78002258888;КОННЭКТ;KONNEKT;
78002259999;78002259999;КОННЭКТ;KONNEKT;
78002320023;78002320023;Ростелеком;Rostelekom;
78002340000;78002349999;Мобильные ТелеСистемы;Mobilnye TeleSistemy;
78002400000;78002400049;Мобифон-2000;Mobifon-2000;
78002500000;78002509999;Мобильные ТелеСистемы;Mobilnye TeleSistemy;
78002585885;78002585885;Вымпел-Коммуникации;Vympel-Kommunikatsii;
78002586878;78002586878;Вымпел-Коммуникации;Vympel-Kommunikatsii;
78002587777;78002587777;Вымпел-Коммуникации;Vympel-Kommunikatsii;
78002666665;78002666667;Компания ТрансТелеКом;Kompaniya TransTeleKom;
78002777776;78002777778;Компания ТрансТелеКом;Kompaniya TransTeleKom;
78002876363;78002876363;Ростелеком;Rostelekom;
78003000000;78003009999;Ростелеком;Rostelekom;
78003010000;78003019999;Ростелеком;Rostelekom;
78003020000;78003029999;Ростелеком;Rostelekom;
78003030000;78003030000;Ростелеком;Rostelekom;
78003030003;78003030003;Ростелеком;Rostelekom;
78003030111;78003030111;Ростелеком;Rostelekom;
78003030123;78003030123;Ростелеком;Rostelekom;
78003030222;78003030222;Ростелеком;Rostelekom;
78003030300;78003030300;Ростелеком;Rostelekom;
78003030303;78003030303;Ростелеком;Rostelekom;
78003030333;78003030333;Ростелеком;Rostelekom;
78003030444;78003030444;Ростелеком;Rostelekom;
78003030555;78003030555;Ростелеком;Rostelekom;
78003030666;78003030666;Ростелеком;Rostelekom;
78003030777;78003030777;Ростелеком;Rostelekom;
78003030800;78003030800;Ростелеком;Rostelekom;
78003030888;78003030888;Ростелеком;Rostelekom;
78003030999;78003030999;Ростелеком;Rostelekom;
78003031111;78003031111;Ростелеком;Rostelekom;
78003031234;78003031234;Ростелеком;Rostelekom;
78003031303;78003031303;Ростелеком;Rostelekom;
78003031520;78003031520;Ростелеком;Rostelekom;
78003032014;78003032014;Ростелеком;Rostelekom;
78003032222;78003032222;Ростелеком;Rostelekom;
78003032303;78003032303;Ростелеком;Rostelekom;
78003033000;78003033000;Ростелеком;Rostelekom;
78003033003;78003033003;Ростелеком;Rostelekom;
78003033030;78003033039;Ростелеком;Rostelekom;
78003033300;78003033300;Ростелеком;Rostelekom;
78003033303;78003033303;Ростелеком;Rostelekom;
78003033333;78003033333;Ростелеком;Rostelekom;
78003034303;78003034303;Ростелеком;Rostelekom;
78003034444;78003034444;Ростелеком;Rostelekom;
78003034567;78003034567;Ростелеком;Rostelekom;
78003035303;78003035303;Ростелеком;Rostelekom;
78003035555;78003035555;Ростелеком;Rostelekom;
78003036303;78003036303;Ростелеком;Rostelekom;
78003036666;78003036666;Ростелеком;Rostelekom;
78003037303;78003037303;Ростелеком;Rostelekom;
78003037777;78003037777;Ростелеком;Rostelekom;
78003038000;78003038000;Ростелеком;Rostelekom;
78003038303;78003038303;Ростелеком;Rostelekom;
78003038800;78003038800;Ростелеком;Rostelekom;
78003038880;78003038880;Ростелеком;Rostelekom;
78003038888;78003038888;Ростелеком;Rostelekom;
78003039303;78003039303;Ростелеком;Rostelekom;
78003039999;78003039999;Ростелеком;Rostelekom;
78003330000;78003339999;Межрегиональный ТранзитТелеком;Mezhregionalnyi TranzitTelekom;
78003456789;78003456789;Ростелеком;Rostelekom;
78003470000;78003479999;Башинформсвязь;Bashinformsvyaz;
78003500000;78003509999;Ростелеком;Rostelekom;
78003510000;78003519999;Ростелеком;Rostelekom;
78003530000;78003530089;Курская телефонная компания;Kurskaya telefonnaya kompaniya;
78003550000;78003559999;Телекоммуникационная компания Телезон;Telekommunikatsionnaya kompaniya Telezon;
78003570000;78003570009;Квантум;Kvantum;
78003600360;78003600360;ЮнитТелеком;YunitTelekom;
78003770000;78003770000;Московская телекоммуникационная корпорация;Moskovskaya telekommunikatsionnaya korporatsiya;
78003771111;78003771111;Московская телекоммуникационная корпорация;Moskovskaya telekommunikatsionnaya korporatsiya;
